"ID","FullSource"
"Trabaud1990","Trabaud, L. (1990). Fire resistance of Quercus coccifera L. garrigue. In J. M. Goldammer, and M. J. Jenkins, editors. III International Symposium of Fire Ecology. SPB Academic Publishing."
"Trabaud1992","Trabaud, L. (1992). Influence du régime des feux sur les modifications à court terme et la stabilité à long terme de la flore d'une garrigue de Quercus coccifera. Revue d'Ecologie-La Terre et La Vie 47: 209-230."
"Trabaud1997","Trabaud, L., Martínez-Sánchez, J. J., Ferrandis, P., González-Ochoa, A. I., Herranz, J. M. (1997). Végétation épigée et banque de semences du sol: leur contribution à la stabilité cyclique des pinèdes mixtes de Pinus halepensis et P. pinaster. Canadian Journal of Botany-Revue Canadienne De Botanique 75: 1012-1021."
"Trabaud2000","Trabaud, L. (2000). Seeds: their soil seed bank and their role in post-fire recovery of ecosystems of the Mediterranean basin. Pages 229-259 in L. Trabaud, editor. Life and Environment in the Mediterranean. Wit Press, Southhampton, Boston, USA."
"Trabaud2002","Trabaud, L., Grandjanny, M. (2002). Post-fire reconstitution of the flowering phenology in Mediterranean shrubland plants. Pages 99-113 in L. Trabaud, and R. Prodon, editors. Fire and biological proccesses. Backhuys Publishers, Leiden, The Netherlands."
"Traveset1995","Traveset, A. (1995). Seed dispersal of Cneorum tricoccon L.(Cneoraceae) by lizards and mammals in the Balearic island. Acta Oecologica, 16(2), 171-178."
"Travlos2007","Travlos, I. S., Economou, G., Karamanos, A. J. (2007). Seed germination and seedling emergence of Spartium junceum L. in response to heat and other pre-sowing treatments. Journal of Agronomy 6: 152–156."
"Troumbis1986","Troumbis, A., Trabaud, L. (1986). Comparison of reproductive biological attributes of two Cistus species. Acta Oecologica-Oecologia Plantarum 7: 235-250."
"Troumbis1996","Troumbis, A. Y. (1996). Seed persistence versus soil seed bank persistence: The case of the post-fire seeder Cistus incanus L. Ecoscience 3: 461-468."
"Turkmen2005","Türkmen, N., Düzenli, A. (2005). Changes in floristic composition of Quercus coccifera macchia after fire in the Çukurova region, Turkey. Annales Botanici Fennici 42: 453-460."
"Turkmen2011","Türkmen, N., Düzenli, A. (2011). Early post-fire changes in Pinus brutiaforests (Amanos Mountains, Turkey). Acta Botanica Croatica 70: 9–21."
"Turna2006","Turna, I., Bilgili, E. (2006). Effect of heat on seed germination of Pinus sylvestris and Pinus nigra ssp. pallasiana. International Journal of Wildland Fire 15: 283-286."
"Tutin1964","Tutin, T. G., Heywood, V. H., Burges, N. A., Moore, D. M., Valiente, D. H., Walters, S.M., Webb, D. A. (1964-1980). Flora Europaea. Cambridge University Press, Cambridge."
"Ubeda2006","Úbeda, X., Outeiro, L. R., Sala, M. (2006). Vegetation regrowth after a differential intensity forest fire in a Mediterranean environment, northeast Spain. Land Degradation and Development 17: 429-440."
"Usta2007","Usta, T. (2007). The effects of high heat shock treatments on seeds feature of natural pine (Pinus spp.) species. M.Sc. Thesis, Gazi University, Ankara (in Turkish with English abstract)."
"Valbuena1992","Valbuena, L., Tárrega, R., Luis, E. (1992). Influence of heat on seed germination of Cistus laurifolius and Cistus ladanifer. International Journal of Wildland Fire 2: 15-20."
"Valbuena1995","Valbuena, L., Trabaud, L. (1995). Comparison between the soil seed banks of a burnt and an unburnt Quercus pyrenaica Willd. forest. Vegetatio 119: 81-90."
"Valbuena1998","Valbuena, L., Tárrega, R. (1998). The influence of heat and mechanical scarification on the germination capacity of Quercus pyrenaica seeds. New Forests 16: 177-183."
"Valbuena2000","Valbuena, L., Tárrega, R., Luís-Calabuig, E. (2000). Seed banks of Erica australis and Calluna vulgaris in a heathland subjected to experimental fire. Journal of Vegetation Science 11: 161-166."
"Valbuena2001","Valbuena, L., Trabaud, L. (2001). Contribution of the soil seed bank to post-fire recovery of a heathland. Plant Ecology 152: 175-183."
"Valbuena2002a","Valbuena, L., Vera, M. L. (2002). The effects of thermal scarification and seed storage on germination of four heathland species. Plant Ecology 161: 137-144."
"Valbuena2002b","Valbuena, L., Luis-Calabuig, E., Tárrega, R. (2002). Relationship between thermal shock and germination in five Mediterranean shrubs. Pages 93-98 in L. Trabaud, and R. Prodon, editors. Fire and biological processes. Backhuys Publishers, Leiden, The Netherlands."
"Valdes1987","Valdés, B., Talavera, S., Fernández-Galiano, E. (editors) (1987). Flora vascular de Andalucía Occidental. Ketres, Barcelona."
"Valencia2008","Pausas J. G., Paula, S. (juli.g.pausas@uv.es, http://www.uv.es/jgpausas/)"
"Valencia2016","Valencia, E., Méndez, M., Saavedra, N., Maestre, F. T. (2016). Plant size and leaf area influence phenological and reproductive responses to warming in semiarid Mediterranean species. Perspectives in Plant Ecology, Evolution and Systematics 21: 31-40."
"Vallejo2012","Vallejo, V. R., Arianoutsou, M., Moreira, F. (2012). Fire Ecology and Post-Fire Restoration Approaches in Southern European Forest Types. In F. Moreira & et al. (Eds.), Post-Fire Management and Restoration of Southern European Forests. Springer. doi:10.1007/978-94-007-2208-8_5"
"VanDuivenbooden1993","Van Duivenbooden, N. (1993). Grazing as a tool for rangeland management in semiarid regions: a case study in the north-western coastal zone of Egypt. Agriculture, Ecosystems and Environment 43: 309-324."
"Vasques2012","Vasques, A., Maia, P., Pedro, M., Santos, C., Vallejo, V., Keizer, J. (2012). Germination in five shrub species of Maritime Pine understory—does seed provenance matter? Annals of Forest Science 69: 499-507."
"Vega2005","Vega, J. A., Pérez-Gorostiaga, P., Fontúrbel, M. T., Barreiro, A., Fernández, C., Cuiñas, P. (2005). Variables influyentes en la respuesta regenerativa a corto plazo de Quercus pyrenaica Willd. tras incendios en Galicia. In Sociedad Española de Ciencias Forestales, editor. Proccedings of the IV Congreso Forestal Español. La ciencia forestal: Respuestas para la sostenibilidad. Interrogante Gráfica, Zaragoza, Spain."
"Vega2008","Vega, J. A., Fernández, C., Pérez-Gorostiaga, P., Fonturbel, T. (2008). The influence of fire severity, serotiny, and post-fire management on Pinus pinaster Ait. recruitment in three burnt areas in Galicia (NW Spain). Forest Ecology and Management 256: 1596–1603."
"Velioglu2012","Velioðlu, E., Tayanç, Y., Çengel, B., Kandemir, G. (2012). Genetic variability of seed characteristics of Abies populations from Turkey. Kastamonu Üniversitesi Orman Fakültesi Dergisi, Special Issue: 27-35."
"Vera1995","Vera, M. L., Alonso, M. C., Obeso, J. R. (1995). Rebrote después de incendio e inversión reproductiva en Erica cinerea y E. vagans. Orsis 10: 7-15."
"Vera2010","Vera, D. T., Martin, R. P., Oliva, S. R. (2010). Effect of chemical and physical treatments on seed germination of Erica australis. Annales Botanici Fennici 47: 353-360."
"Verdaguer2001","Verdaguer, D., García-Berthou, E., Pascual, G., Puigderrajols, P. (2001). Sprouting of seedlings of three Quercus species in relation to repeated pruning and the cotyledonary node. Australian Journal of Botany 49: 67-74."
"Verdu2004","Verdú, M. (2004). Physiological and reproductive differences between hermaphrodites and males in the androdioecious plant Fraxinus ornus. Oikos 105: 239-246."
"Verdu2009","Verdú, M., Rey, P. J., Alcántara, J. M., Siles, G., Valiente-Banuet, A. (2009). Phylogenetic signatures of facilitation and competition in successional communities. Journal of Ecology 97: 1171–1180."
"Verkaik2005","Verkaik, I. (2005). El efecto de las claras y la edad de regeneración post-incendio en las características reproductivas de bosques de Pinus halepensis Mill. In II International conference on prevention strategies of fires in Southern Europe: Forest management as a tool fire prevention, Barcelona, Spain."
"Vila1994","Vilà, M., Weiner, J., Terradas, J. (1994). Effect of local competition on resprouting of Arbutus unedo after clipping. Journal of Vegetation Science 5: 145-152."
"Vila1995","Vilà, M., Terradas, J. (1995). Sprout recruitment and self-thinning of Erica multiflora after clipping. Oecologia 102: 64-69."
"Vila2000","Vilà, M., Lloret, F. (2000). Seed dynamics of the mast seeding tussock grass Ampelodesmos mauritanica in Mediterranean shrublands. Journal of Ecology 88: 479-491."
"Vila2001","Vilà, M., Lloret, F., Ogheri, E., Terradas, J. (2001). Positive fire-grass feedback in Mediterranean basin woodlands. Forest Ecology and Management 147: 3-14."
"VilaCabrera2015","Vilà-Cabrera, A., Martínez-Vilalta, J., Retana, J. (2015). Functional trait variation along environmental gradients in temperate and Mediterranean trees. Global Ecology and Biogeography 24: 1377–1389."
"Villar2001","Villar, R., Merino, J. (2001). Comparison of leaf construction costs in woody species with differing leaf life-spans in contrasting ecosystems. New Phytologist 151: 213-226."
"VillarSalvador2000","Villar Salvador, P. (2000). Estrategias ecológicas y funcionales del xilema en plantas leñosas mediterráneas. PhD thesis. Universidad de Valencia, Spain."
"WCSP2010","WCSP (2010-2015). 'World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/.  Accessed via http://www.catalogueoflife.org/"
"Wright2004","Wright, I. J., Reich, P. B., Westoby, M., Ackerly, D. D., Baruch, Z., Bongers, F., Cavender-Bares, J., Chapin, T., Cornelissen, J. H. C., Diemer, M., Flexas, J., Garnier, E., Groom, P. K., Gulias, J., Hikosaka, K., Lamont, B. B., Lee, T., Lee, W., Lusk, C., Midgley, J. J., Navas, M.-L., Niinemets, Ü., Oleksyn, J., Osada, N., Poorter, H., Poot, P., Prior, L., Pyankov, V. I., Roumet, C., Thomas, S. C., Tjoelker, M. G., Veneklaas E. J., Villar, R. (2004). The worldwide leaf economics spectrum. Nature 428: 821-827."
"Wright2017","Wright, I. J., Dong, N., Maire, V., Prentice, I. C., Westoby, M., Díaz, S., Gallagher, R. V., Jacobs, B. F., Kooyman, R., Law, E. A., Leishman, M. R., Nünemets, Ü., Reich, P. B., Sack, L., Villar, R., Wang, H., Wilf, P. (2017). Global climatic drivers of leaf size. Science 357: 917-921."
"Yesilyurt2017","Yesilyurt, E.B., Erik, S., Tavsanoglu, Ç. (2017) Inter-population variability in seed dormancy, seed mass, and germination in Helianthemum salicifolium (Cistaceae), a hard-seeded annual herb. Folia Geobotanica 52: 253-263."
"Yilmaz2013","Yilmaz, M., Kaplan, A., Vermez, Y. (2013). Some seed characteristics of three extreme populations of Turkish redpine (Pinus brutia Ten.). KSU Journal of Natural Sciences 16: 55-61. (in Turkish with English summary)."
"Yucedag2007","Yücedag, C., Gezer, A. (2007). Beyaz çiçekli disbudak (Fraxinus ornus L.) tohumlarinda degisik katlama sürelerinin çimlenme üzerine etkileri ile sasirtma isleminin fidanlarin bazi morfolojik özelliklerine etkisi. SDÜ Orman Fakültesi Dergisi Seri:A 1: 20–27. (in Turkish with English abstract)."
"Zanne2009","Zanne, A. E., Lopez-Gonzalez, G., Coomes, D. A., Ilic, J., Jansen, S., Lewis, S. L., Miller, R. B., Swenson, N. G., Wiemann, M. C., Chave, J. (2009). Global wood density database. Dryad. Identifier: http://hdl.handle.net/10255/dryad.235."
"Zare2018","Zare, G., Özüdoðru, B., Ergan, G., Tavþanoðlu, Ç. (2018) Taxonomic notes on the genus Chaenorhinum (Plantaginaceae) in Turkey. Acta Botanica Croatica doi: 10.2478/botcro-2018-0011"
"Zeydanli2016","Zeydanlý, U., Kurt, B. Tüfekçioðlu, Ý. (2016). Datça Hurmalarý Korunuyor. COMDEKS – GEF Küçük Destek Programý (SGP) Proje Final Raporu. Doða Koruma Merkezi, Ankara. (in Turkish)"
"Zohary1965","Zohary, M., Feinbrun, N., Eig, A. (1965). Analytical flora of Palaestine, 2nd edition. Hamagdir, Jerusalem."
"Zupo2016","Zupo, T., Baeza, M. J., Fidelis, A. (2016). The effect of simulated heat-shock and daily temperature fluctuations on seed germination of four species from fire-prone ecosystems. Acta Botanica Brasilica 30: 514-519."
